iter	Passed	Remaining
1393	1520	9384
1394	1521	9382
1395	1522	9381
1396	1523	9379
1397	1524	9378
1398	1525	9377
1399	1526	9376
1400	1527	9375
1401	1528	9374
1402	1529	9373
1403	1530	9372
1404	1531	9371
1405	1532	9369
1406	1533	9368
1407	1534	9366
1408	1536	9365
1409	1537	9364
1410	1538	9363
1411	1539	9362
1412	1540	9360
1413	1541	9359
1414	1542	9358
1415	1543	9356
1416	1544	9355
1417	1545	9354
1418	1546	9353
1419	1547	9351
1420	1548	9350
1421	1549	9348
1422	1550	9347
1423	1551	9346
1424	1553	9345
1425	1554	9344
1426	1555	9343
1427	1556	9341
1428	1557	9340
1429	1558	9339
1430	1559	9338
1431	1560	9336
1432	1561	9335
1433	1562	9333
1434	1563	9332
1435	1564	9331
1436	1565	9329
1437	1566	9328
1438	1567	9326
1439	1568	9325
1440	1569	9323
1441	1570	9322
1442	1571	9321
1443	1572	9319
1444	1573	9318
1445	1574	9317
1446	1576	9315
1447	1577	9314
1448	1578	9312
1449	1579	9311
1450	1580	9310
1451	1581	9309
1452	1582	9307
1453	1583	9307
1454	1584	9305
1455	1585	9304
1456	1586	9303
1457	1587	9302
1458	1588	9300
1459	1589	9299
1460	1590	9298
1461	1591	9296
1462	1592	9295
1463	1594	9294
1464	1595	9292
1465	1596	9291
1466	1597	9290
1467	1598	9289
1468	1599	9288
1469	1600	9287
1470	1601	9285
1471	1602	9284
1472	1603	9283
1473	1604	9282
1474	1605	9281
1475	1606	9280
1476	1607	9278
1477	1608	9277
1478	1610	9275
1479	1611	9274
1480	1612	9273
1481	1613	9272
1482	1614	9270
1483	1615	9269
1484	1616	9268
1485	1617	9267
1486	1618	9266
1487	1619	9265
1488	1620	9264
1489	1621	9263
1490	1623	9262
1491	1624	9261
1492	1625	9260
1493	1626	9259
1494	1627	9258
1495	1628	9258
1496	1629	9257
1497	1630	9256
1498	1631	9255
1499	1632	9253
1500	1634	9252
1501	1635	9251
1502	1636	9249
1503	1637	9248
1504	1638	9247
1505	1639	9246
1506	1640	9245
1507	1641	9244
1508	1642	9243
1509	1643	9241
1510	1644	9240
1511	1645	9238
1512	1646	9237
1513	1647	9235
1514	1648	9234
1515	1649	9233
1516	1651	9232
1517	1652	9231
1518	1653	9230
1519	1654	9229
1520	1655	9228
1521	1656	9227
1522	1657	9225
1523	1658	9224
1524	1659	9222
1525	1660	9221
1526	1661	9220
1527	1662	9218
1528	1663	9217
1529	1664	9214
1530	1665	9213
1531	1666	9212
1532	1667	9211
1533	1668	9210
1534	1669	9209
1535	1671	9209
1536	1672	9208
1537	1673	9206
1538	1674	9205
1539	1675	9202
1540	1676	9201
1541	1677	9200
1542	1678	9199
1543	1679	9198
1544	1680	9197
1545	1681	9195
1546	1682	9194
1547	1683	9193
1548	1684	9192
1549	1686	9191
1550	1687	9190
1551	1688	9189
1552	1689	9188
1553	1690	9186
1554	1691	9185
1555	1692	9184
1556	1693	9183
1557	1694	9182
1558	1695	9180
1559	1696	9179
1560	1697	9178
1561	1698	9177
1562	1699	9176
1563	1700	9174
1564	1702	9173
1565	1703	9172
1566	1704	9170
1567	1705	9169
1568	1706	9168
1569	1707	9167
1570	1708	9166
1571	1709	9165
1572	1710	9163
1573	1711	9162
1574	1712	9161
1575	1713	9160
1576	1714	9159
1577	1715	9158
1578	1717	9157
1579	1718	9156
1580	1719	9155
1581	1720	9154
1582	1721	9152
1583	1722	9151
1584	1723	9150
1585	1724	9149
1586	1725	9148
1587	1726	9148
1588	1728	9147
1589	1729	9147
1590	1730	9147
1591	1731	9147
1592	1733	9147
1593	1734	9146
1594	1735	9145
1595	1736	9144
1596	1737	9142
1597	1738	9142
1598	1739	9141
1599	1740	9140
1600	1742	9138
1601	1743	9138
1602	1744	9136
1603	1745	9134
1604	1746	9133
1605	1747	9132
1606	1748	9131
1607	1749	9129
1608	1750	9128
1609	1751	9127
1610	1752	9127
1611	1753	9126
1612	1754	9125
1613	1756	9124
1614	1757	9123
1615	1758	9121
1616	1759	9120
1617	1760	9119
1618	1761	9118
1619	1762	9117
1620	1763	9115
1621	1764	9113
1622	1765	9112
1623	1766	9111
1624	1767	9110
1625	1768	9109
1626	1769	9108
1627	1770	9107
1628	1772	9106
